county,precinct,office,district,candidate,party,votes,election_day,early_voting,absentee
Guadalupe,104,"JUSTICE, 4TH COURT OF APPEALS DISTRICT, PLACE 4",,Under Votes,,35,3,30,2
Guadalupe,104,"JUSTICE, 4TH COURT OF APPEALS DISTRICT, PLACE 5",,Adrian Spears,Rep,300,31,248,21
Guadalupe,104,"JUSTICE, 4TH COURT OF APPEALS DISTRICT, PLACE 5",,Liza A. Rodriguez,Dem,215,45,156,14
Guadalupe,104,"JUSTICE, 4TH COURT OF APPEALS DISTRICT, PLACE 5",,Over Votes,,0,0,0,0
Guadalupe,104,"JUSTICE, 4TH COURT OF APPEALS DISTRICT, PLACE 5",,Under Votes,,34,4,28,2
Guadalupe,104,"JUSTICE, 4TH COURT OF APPEALS DISTRICT, PLACE 7",,Lori I. Valenzuela,Rep,380,54,304,22
Guadalupe,104,"JUSTICE, 4TH COURT OF APPEALS DISTRICT, PLACE 7",,Over Votes,,0,0,0,0
Guadalupe,104,"JUSTICE, 4TH COURT OF APPEALS DISTRICT, PLACE 7",,Under Votes,,169,26,128,15
Guadalupe,104,"DISTRICT JUDGE, 25TH JUDICIAL DISTRICT",,Bill Old,Rep,374,54,295,25
Guadalupe,104,"DISTRICT JUDGE, 25TH JUDICIAL DISTRICT",,Over Votes,,0,0,0,0
Guadalupe,104,"DISTRICT JUDGE, 25TH JUDICIAL DISTRICT",,Under Votes,,175,26,137,12
Guadalupe,104,"DISTRICT JUDGE, 2ND 25TH JUDICIAL DISTRICT",,Jessica Richard Crawford,Rep,374,54,295,25
Guadalupe,104,"DISTRICT JUDGE, 2ND 25TH JUDICIAL DISTRICT",,Over Votes,,0,0,0,0
Guadalupe,104,"DISTRICT JUDGE, 2ND 25TH JUDICIAL DISTRICT",,Under Votes,,175,26,137,12
Guadalupe,104,COUNTY ATTORNEY,,David Willborn,Rep,382,54,304,24
Guadalupe,104,COUNTY ATTORNEY,,Over Votes,,0,0,0,0
Guadalupe,104,COUNTY ATTORNEY,,Under Votes,,167,26,128,13
Guadalupe,104,SHERIFF,,Joshua Ray,Rep,391,52,313,26
Guadalupe,104,SHERIFF,,Over Votes,,0,0,0,0
Guadalupe,104,SHERIFF,,Under Votes,,158,28,119,11
Guadalupe,104,COUNTY TAX ASSESSOR-COLLECTOR,,Daryl W. John,Rep,312,34,258,20
Guadalupe,104,COUNTY TAX ASSESSOR-COLLECTOR,,Jesus Trinidad Jr.,Dem,204,42,147,15
Guadalupe,104,COUNTY TAX ASSESSOR-COLLECTOR,,Over Votes,,0,0,0,0
Guadalupe,104,COUNTY TAX ASSESSOR-COLLECTOR,,Under Votes,,33,4,27,2
Guadalupe,104,"COUNTY COMMISSIONER, PRECINCT NO. 1",,"Jacqueline ""Jackie"" Ott",Rep,305,37,246,22
Guadalupe,104,"COUNTY COMMISSIONER, PRECINCT NO. 1",,Nahomie Alanis,Dem,175,32,130,13
Guadalupe,104,"COUNTY COMMISSIONER, PRECINCT NO. 1",,Nolan Schmidt,Lib,27,6,20,1
Guadalupe,104,"COUNTY COMMISSIONER, PRECINCT NO. 1",,Over Votes,,0,0,0,0
Guadalupe,104,"COUNTY COMMISSIONER, PRECINCT NO. 1",,Under Votes,,42,5,36,1
Guadalupe,104,"CONSTABLE, PRECINCT NO. 1",,James Springer,Rep,378,54,301,23
Guadalupe,104,"CONSTABLE, PRECINCT NO. 1",,Over Votes,,0,0,0,0
Guadalupe,104,"CONSTABLE, PRECINCT NO. 1",,Under Votes,,171,26,131,14
Guadalupe,104,"JUSTICE, 4TH COURT OF APPEALS DISTRICT, PLACE 2",,Velia J. Meza,Dem,315,62,235,18
Guadalupe,104,"JUSTICE, 4TH COURT OF APPEALS DISTRICT, PLACE 2",,Over Votes,,0,0,0,0
Guadalupe,104,"JUSTICE, 4TH COURT OF APPEALS DISTRICT, PLACE 2",,Under Votes,,234,18,197,19
Guadalupe,105,Registered Voters,,,,3543,,,
Guadalupe,105,Ballots Cast,,,,2313,577,1659,77
Guadalupe,105,PRESIDENT,,Donald J. Trump,Rep,1809,440,1328,41
Guadalupe,105,PRESIDENT,,Kamala D. Harris,Dem,469,124,312,33
Guadalupe,105,PRESIDENT,,Chase Oliver,Lib,14,8,6,0
Guadalupe,105,PRESIDENT,,Jill Stein,Gre,8,4,3,1
Guadalupe,105,PRESIDENT,,Write-ins,,4,0,3,1
Guadalupe,105,PRESIDENT,,Over Votes,,0,0,0,0
Guadalupe,105,PRESIDENT,,Under Votes,,9,1,7,1
Guadalupe,105,U.S. Senate,,Ted Cruz,Rep,1689,392,1257,40
Guadalupe,105,U.S. Senate,,Collin Allred,Dem,516,138,345,33
Guadalupe,105,U.S. Senate,,Ted Brown,Lib,62,27,32,3
Guadalupe,105,U.S. Senate,,Write-ins,,2,0,2,0
Guadalupe,105,U.S. Senate,,Over Votes,,0,0,0,0
Guadalupe,105,U.S. Senate,,Under Votes,,44,20,23,1
Guadalupe,105,U.S. House,15,Monica De La Cruz,Rep,1771,427,1301,43
Guadalupe,105,U.S. House,15,Michelle Vallejo,Dem,455,124,298,33
Guadalupe,105,U.S. House,15,Over Votes,,0,0,0,0
Guadalupe,105,U.S. House,15,Under Votes,,87,26,60,1
Guadalupe,105,RAILROAD COMMISSIONER,,Christi Craddick,Rep,1674,401,1234,39
Guadalupe,105,RAILROAD COMMISSIONER,,Katherine Culbert,Dem,402,98,276,28
Guadalupe,105,RAILROAD COMMISSIONER,,Hawk Dunlap,Lib,84,27,54,3
Guadalupe,105,RAILROAD COMMISSIONER,,Eddie Espinoza,Gre,39,13,25,1
Guadalupe,105,RAILROAD COMMISSIONER,,Write-ins,,1,0,1,0
Guadalupe,105,RAILROAD COMMISSIONER,,Over Votes,,0,0,0,0
Guadalupe,105,RAILROAD COMMISSIONER,,Under Votes,,113,38,69,6
Guadalupe,105,"JUSTICE, SUPREME COURT, PLACE 2",,Jimmy Blacklock,Rep,1754,418,1294,42
Guadalupe,105,"JUSTICE, SUPREME COURT, PLACE 2",,DeSean Jones,Dem,450,122,299,29
Guadalupe,105,"JUSTICE, SUPREME COURT, PLACE 2",,Over Votes,,0,0,0,0
Guadalupe,105,"JUSTICE, SUPREME COURT, PLACE 2",,Under Votes,,109,37,66,6
Guadalupe,105,"JUSTICE, SUPREME COURT, PLACE 4",,John Devine,Rep,1728,409,1279,40
Guadalupe,105,"JUSTICE, SUPREME COURT, PLACE 4",,Christine Vinh Weems,Dem,457,121,305,31
Guadalupe,105,"JUSTICE, SUPREME COURT, PLACE 4",,Over Votes,,0,0,0,0
Guadalupe,105,"JUSTICE, SUPREME COURT, PLACE 4",,Under Votes,,128,47,75,6
Guadalupe,105,"JUSTICE, SUPREME COURT, PLACE 6",,Jane Bland,Rep,1683,396,1247,40
Guadalupe,105,"JUSTICE, SUPREME COURT, PLACE 6",,Bonnie Lee Goldstein,Dem,439,109,302,28
Guadalupe,105,"JUSTICE, SUPREME COURT, PLACE 6",,J. David Roberson,Lib,74,31,40,3
Guadalupe,105,"JUSTICE, SUPREME COURT, PLACE 6",,Over Votes,,0,0,0,0
Guadalupe,105,"JUSTICE, SUPREME COURT, PLACE 6",,Under Votes,,117,41,70,6
Guadalupe,105,"PRESIDING JUDGE, COURT OF CRIMINAL APPEALS",,David J. Schenck,Rep,1745,417,1288,40
Guadalupe,105,"PRESIDING JUDGE, COURT OF CRIMINAL APPEALS",,Holly Taylor,Dem,455,118,306,31
Guadalupe,105,"PRESIDING JUDGE, COURT OF CRIMINAL APPEALS",,Over Votes,,0,0,0,0
Guadalupe,105,"PRESIDING JUDGE, COURT OF CRIMINAL APPEALS",,Under Votes,,113,42,65,6
Guadalupe,105,"JUDGE, COURT OF CRIMINAL APPEALS, PLACE 7",,Gina Parker,Rep,1743,419,1282,42
Guadalupe,105,"JUDGE, COURT OF CRIMINAL APPEALS, PLACE 7",,Nancy Mulder,Dem,454,112,313,29
Guadalupe,105,"JUDGE, COURT OF CRIMINAL APPEALS, PLACE 7",,Over Votes,,0,0,0,0
Guadalupe,105,"JUDGE, COURT OF CRIMINAL APPEALS, PLACE 7",,Under Votes,,116,46,64,6
Guadalupe,105,"JUDGE, COURT OF CRIMINAL APPEALS, PLACE 8",,Lee Finley,Rep,1760,418,1300,42
Guadalupe,105,"JUDGE, COURT OF CRIMINAL APPEALS, PLACE 8",,Chika Anyiam,Dem,436,111,296,29
Guadalupe,105,"JUDGE, COURT OF CRIMINAL APPEALS, PLACE 8",,Over Votes,,0,0,0,0
Guadalupe,105,"JUDGE, COURT OF CRIMINAL APPEALS, PLACE 8",,Under Votes,,117,48,63,6
Guadalupe,105,State House,44,Alan Schoolcraft,Rep,1713,416,1258,39
Guadalupe,105,State House,44,Eric Norman,Dem,488,123,334,31
Guadalupe,105,State House,44,Over Votes,,0,0,0,0
Guadalupe,105,State House,44,Under Votes,,112,38,67,7
Guadalupe,105,"JUSTICE, 4TH COURT OF APPEALS DISTRICT, PLACE 3",,Todd McCray,Rep,1718,404,1273,41
Guadalupe,105,"JUSTICE, 4TH COURT OF APPEALS DISTRICT, PLACE 3",,Cynthia Marie Chapa,Dem,462,127,305,30
Guadalupe,105,"JUSTICE, 4TH COURT OF APPEALS DISTRICT, PLACE 3",,Over Votes,,0,0,0,0
Guadalupe,105,"JUSTICE, 4TH COURT OF APPEALS DISTRICT, PLACE 3",,Under Votes,,133,46,81,6
Guadalupe,105,"JUSTICE, 4TH COURT OF APPEALS DISTRICT, PLACE 4",,Lori Massey Brissette,Rep,1730,411,1278,41
Guadalupe,105,"JUSTICE, 4TH COURT OF APPEALS DISTRICT, PLACE 4",,Luz Elena Chapa,Dem,448,119,300,29
Guadalupe,105,"JUSTICE, 4TH COURT OF APPEALS DISTRICT, PLACE 4",,Over Votes,,0,0,0,0
Guadalupe,105,"JUSTICE, 4TH COURT OF APPEALS DISTRICT, PLACE 4",,Under Votes,,135,47,81,7
Guadalupe,105,"JUSTICE, 4TH COURT OF APPEALS DISTRICT, PLACE 5",,Adrian Spears,Rep,1722,405,1276,41
Guadalupe,105,"JUSTICE, 4TH COURT OF APPEALS DISTRICT, PLACE 5",,Liza A. Rodriguez,Dem,461,126,305,30
Guadalupe,105,"JUSTICE, 4TH COURT OF APPEALS DISTRICT, PLACE 5",,Over Votes,,0,0,0,0
Guadalupe,105,"JUSTICE, 4TH COURT OF APPEALS DISTRICT, PLACE 5",,Under Votes,,130,46,78,6
Guadalupe,105,"JUSTICE, 4TH COURT OF APPEALS DISTRICT, PLACE 7",,Lori I. Valenzuela,Rep,1872,455,1365,52
Guadalupe,105,"JUSTICE, 4TH COURT OF APPEALS DISTRICT, PLACE 7",,Over Votes,,0,0,0,0
Guadalupe,105,"JUSTICE, 4TH COURT OF APPEALS DISTRICT, PLACE 7",,Under Votes,,441,122,294,25
Guadalupe,105,"DISTRICT JUDGE, 25TH JUDICIAL DISTRICT",,Bill Old,Rep,1863,445,1364,54
Guadalupe,105,"DISTRICT JUDGE, 25TH JUDICIAL DISTRICT",,Over Votes,,0,0,0,0
Guadalupe,105,"DISTRICT JUDGE, 25TH JUDICIAL DISTRICT",,Under Votes,,450,132,295,23
Guadalupe,105,"DISTRICT JUDGE, 2ND 25TH JUDICIAL DISTRICT",,Jessica Richard Crawford,Rep,1869,453,1363,53
Guadalupe,105,"DISTRICT JUDGE, 2ND 25TH JUDICIAL DISTRICT",,Over Votes,,0,0,0,0
Guadalupe,105,"DISTRICT JUDGE, 2ND 25TH JUDICIAL DISTRICT",,Under Votes,,444,124,296,24
Guadalupe,105,COUNTY ATTORNEY,,David Willborn,Rep,1869,451,1365,53
Guadalupe,105,COUNTY ATTORNEY,,Over Votes,,0,0,0,0
Guadalupe,105,COUNTY ATTORNEY,,Under Votes,,444,126,294,24
Guadalupe,105,SHERIFF,,Joshua Ray,Rep,1889,453,1383,53
Guadalupe,105,SHERIFF,,Over Votes,,0,0,0,0
Guadalupe,105,SHERIFF,,Under Votes,,424,124,276,24
Guadalupe,105,COUNTY TAX ASSESSOR-COLLECTOR,,Daryl W. John,Rep,1763,419,1300,44
Guadalupe,105,COUNTY TAX ASSESSOR-COLLECTOR,,Jesus Trinidad Jr.,Dem,418,111,280,27
Guadalupe,105,COUNTY TAX ASSESSOR-COLLECTOR,,Over Votes,,0,0,0,0
Guadalupe,105,COUNTY TAX ASSESSOR-COLLECTOR,,Under Votes,,132,47,79,6
Guadalupe,105,"COUNTY COMMISSIONER, PRECINCT NO. 1",,"Jacqueline ""Jackie"" Ott",Rep,1691,398,1250,43
Guadalupe,105,"COUNTY COMMISSIONER, PRECINCT NO. 1",,Nahomie Alanis,Dem,393,96,273,24
Guadalupe,105,"COUNTY COMMISSIONER, PRECINCT NO. 1",,Nolan Schmidt,Lib,102,37,61,4
Guadalupe,105,"COUNTY COMMISSIONER, PRECINCT NO. 1",,Over Votes,,0,0,0,0
Guadalupe,105,"COUNTY COMMISSIONER, PRECINCT NO. 1",,Under Votes,,127,46,75,6
Guadalupe,105,"CONSTABLE, PRECINCT NO. 1",,James Springer,Rep,1868,456,1359,53
Guadalupe,105,"CONSTABLE, PRECINCT NO. 1",,Over Votes,,0,0,0,0
Guadalupe,105,"CONSTABLE, PRECINCT NO. 1",,Under Votes,,445,121,300,24
Guadalupe,105,"JUSTICE, 4TH COURT OF APPEALS DISTRICT, PLACE 2",,Velia J. Meza,Dem,890,255,593,42
Guadalupe,105,"JUSTICE, 4TH COURT OF APPEALS DISTRICT, PLACE 2",,Over Votes,,0,0,0,0
Guadalupe,105,"JUSTICE, 4TH COURT OF APPEALS DISTRICT, PLACE 2",,Under Votes,,1423,322,1066,35
Guadalupe,106,Registered Voters,,,,3666,,,
Guadalupe,106,Ballots Cast,,,,2507,402,1971,134
Guadalupe,106,PRESIDENT,,Donald J. Trump,Rep,1656,269,1310,77
Guadalupe,106,PRESIDENT,,Kamala D. Harris,Dem,815,125,636,54
Guadalupe,106,PRESIDENT,,Chase Oliver,Lib,13,5,8,0
Guadalupe,106,PRESIDENT,,Jill Stein,Gre,5,2,3,0
Guadalupe,106,PRESIDENT,,Write-ins,,6,0,4,2
Guadalupe,106,PRESIDENT,,Over Votes,,0,0,0,0
Guadalupe,106,PRESIDENT,,Under Votes,,12,1,10,1
Guadalupe,106,U.S. Senate,,Ted Cruz,Rep,1522,223,1222,77
Guadalupe,106,U.S. Senate,,Collin Allred,Dem,863,143,668,52
Guadalupe,106,U.S. Senate,,Ted Brown,Lib,74,23,51,0
Guadalupe,106,U.S. Senate,,Write-ins,,1,0,0,1
Guadalupe,106,U.S. Senate,,Over Votes,,0,0,0,0
Guadalupe,106,U.S. Senate,,Under Votes,,47,13,30,4
Guadalupe,106,U.S. House,15,Monica De La Cruz,Rep,1695,270,1340,85
Guadalupe,106,U.S. House,15,Michelle Vallejo,Dem,727,115,569,43
Guadalupe,106,U.S. House,15,Over Votes,,0,0,0,0
Guadalupe,106,U.S. House,15,Under Votes,,85,17,62,6
Guadalupe,106,RAILROAD COMMISSIONER,,Christi Craddick,Rep,1593,248,1267,78
Guadalupe,106,RAILROAD COMMISSIONER,,Katherine Culbert,Dem,662,92,525,45
Guadalupe,106,RAILROAD COMMISSIONER,,Hawk Dunlap,Lib,70,14,54,2
Guadalupe,106,RAILROAD COMMISSIONER,,Eddie Espinoza,Gre,47,15,32,0
Guadalupe,106,RAILROAD COMMISSIONER,,Write-ins,,0,0,0,0
Guadalupe,106,RAILROAD COMMISSIONER,,Over Votes,,0,0,0,0
Guadalupe,106,RAILROAD COMMISSIONER,,Under Votes,,135,33,93,9
Guadalupe,106,"JUSTICE, SUPREME COURT, PLACE 2",,Jimmy Blacklock,Rep,1663,257,1330,76
Guadalupe,106,"JUSTICE, SUPREME COURT, PLACE 2",,DeSean Jones,Dem,701,114,541,46
Guadalupe,106,"JUSTICE, SUPREME COURT, PLACE 2",,Over Votes,,0,0,0,0
Guadalupe,106,"JUSTICE, SUPREME COURT, PLACE 2",,Under Votes,,143,31,100,12
Guadalupe,106,"JUSTICE, SUPREME COURT, PLACE 4",,John Devine,Rep,1615,244,1294,77
Guadalupe,106,"JUSTICE, SUPREME COURT, PLACE 4",,Christine Vinh Weems,Dem,739,124,570,45
Guadalupe,106,"JUSTICE, SUPREME COURT, PLACE 4",,Over Votes,,0,0,0,0
Guadalupe,106,"JUSTICE, SUPREME COURT, PLACE 4",,Under Votes,,153,34,107,12
Guadalupe,106,"JUSTICE, SUPREME COURT, PLACE 6",,Jane Bland,Rep,1577,232,1268,77
Guadalupe,106,"JUSTICE, SUPREME COURT, PLACE 6",,Bonnie Lee Goldstein,Dem,696,118,534,44
Guadalupe,106,"JUSTICE, SUPREME COURT, PLACE 6",,J. David Roberson,Lib,80,20,59,1
Guadalupe,106,"JUSTICE, SUPREME COURT, PLACE 6",,Over Votes,,0,0,0,0
Guadalupe,106,"JUSTICE, SUPREME COURT, PLACE 6",,Under Votes,,154,32,110,12
Guadalupe,106,"PRESIDING JUDGE, COURT OF CRIMINAL APPEALS",,David J. Schenck,Rep,1623,243,1306,74
Guadalupe,106,"PRESIDING JUDGE, COURT OF CRIMINAL APPEALS",,Holly Taylor,Dem,732,124,559,49
Guadalupe,106,"PRESIDING JUDGE, COURT OF CRIMINAL APPEALS",,Over Votes,,0,0,0,0
Guadalupe,106,"PRESIDING JUDGE, COURT OF CRIMINAL APPEALS",,Under Votes,,152,35,106,11
Guadalupe,106,"JUDGE, COURT OF CRIMINAL APPEALS, PLACE 7",,Gina Parker,Rep,1657,257,1324,76
Guadalupe,106,"JUDGE, COURT OF CRIMINAL APPEALS, PLACE 7",,Nancy Mulder,Dem,698,113,538,47
Guadalupe,106,"JUDGE, COURT OF CRIMINAL APPEALS, PLACE 7",,Over Votes,,0,0,0,0
Guadalupe,106,"JUDGE, COURT OF CRIMINAL APPEALS, PLACE 7",,Under Votes,,152,32,109,11
Guadalupe,106,"JUDGE, COURT OF CRIMINAL APPEALS, PLACE 8",,Lee Finley,Rep,1673,256,1337,80
Guadalupe,106,"JUDGE, COURT OF CRIMINAL APPEALS, PLACE 8",,Chika Anyiam,Dem,674,112,522,40
Guadalupe,106,"JUDGE, COURT OF CRIMINAL APPEALS, PLACE 8",,Over Votes,,0,0,0,0
Guadalupe,106,"JUDGE, COURT OF CRIMINAL APPEALS, PLACE 8",,Under Votes,,160,34,112,14
Guadalupe,106,State House,44,Alan Schoolcraft,Rep,1466,239,1158,69
Guadalupe,106,State House,44,Eric Norman,Dem,867,134,679,54
Guadalupe,106,State House,44,Over Votes,,0,0,0,0
Guadalupe,106,State House,44,Under Votes,,174,29,134,11
Guadalupe,106,"JUSTICE, 4TH COURT OF APPEALS DISTRICT, PLACE 3",,Todd McCray,Rep,1580,241,1261,78
Guadalupe,106,"JUSTICE, 4TH COURT OF APPEALS DISTRICT, PLACE 3",,Cynthia Marie Chapa,Dem,739,123,572,44
Guadalupe,106,"JUSTICE, 4TH COURT OF APPEALS DISTRICT, PLACE 3",,Over Votes,,0,0,0,0
Guadalupe,106,"JUSTICE, 4TH COURT OF APPEALS DISTRICT, PLACE 3",,Under Votes,,188,38,138,12
Guadalupe,106,"JUSTICE, 4TH COURT OF APPEALS DISTRICT, PLACE 4",,Lori Massey Brissette,Rep,1602,244,1283,75
Guadalupe,106,"JUSTICE, 4TH COURT OF APPEALS DISTRICT, PLACE 4",,Luz Elena Chapa,Dem,714,121,546,47
Guadalupe,106,"JUSTICE, 4TH COURT OF APPEALS DISTRICT, PLACE 4",,Over Votes,,0,0,0,0
Guadalupe,106,"JUSTICE, 4TH COURT OF APPEALS DISTRICT, PLACE 4",,Under Votes,,191,37,142,12
Guadalupe,106,"JUSTICE, 4TH COURT OF APPEALS DISTRICT, PLACE 5",,Adrian Spears,Rep,1585,238,1269,78
Guadalupe,106,"JUSTICE, 4TH COURT OF APPEALS DISTRICT, PLACE 5",,Liza A. Rodriguez,Dem,731,124,562,45
Guadalupe,106,"JUSTICE, 4TH COURT OF APPEALS DISTRICT, PLACE 5",,Over Votes,,0,0,0,0
Guadalupe,106,"JUSTICE, 4TH COURT OF APPEALS DISTRICT, PLACE 5",,Under Votes,,191,40,140,11
Guadalupe,106,"JUSTICE, 4TH COURT OF APPEALS DISTRICT, PLACE 7",,Lori I. Valenzuela,Rep,1878,300,1487,91
Guadalupe,106,"JUSTICE, 4TH COURT OF APPEALS DISTRICT, PLACE 7",,Over Votes,,0,0,0,0
Guadalupe,106,"JUSTICE, 4TH COURT OF APPEALS DISTRICT, PLACE 7",,Under Votes,,629,102,484,43
Guadalupe,106,"DISTRICT JUDGE, 25TH JUDICIAL DISTRICT",,Bill Old,Rep,1903,296,1510,97
Guadalupe,106,"DISTRICT JUDGE, 25TH JUDICIAL DISTRICT",,Over Votes,,0,0,0,0
Guadalupe,106,"DISTRICT JUDGE, 25TH JUDICIAL DISTRICT",,Under Votes,,604,106,461,37
Guadalupe,106,"DISTRICT JUDGE, 2ND 25TH JUDICIAL DISTRICT",,Jessica Richard Crawford,Rep,1882,300,1489,93
Guadalupe,106,"DISTRICT JUDGE, 2ND 25TH JUDICIAL DISTRICT",,Over Votes,,0,0,0,0
Guadalupe,106,"DISTRICT JUDGE, 2ND 25TH JUDICIAL DISTRICT",,Under Votes,,625,102,482,41
Guadalupe,106,COUNTY ATTORNEY,,David Willborn,Rep,1894,299,1499,96
Guadalupe,106,COUNTY ATTORNEY,,Over Votes,,0,0,0,0
Guadalupe,106,COUNTY ATTORNEY,,Under Votes,,613,103,472,38
Guadalupe,106,SHERIFF,,Joshua Ray,Rep,1922,306,1519,97
Guadalupe,106,SHERIFF,,Over Votes,,0,0,0,0
Guadalupe,106,SHERIFF,,Under Votes,,585,96,452,37
Guadalupe,106,COUNTY TAX ASSESSOR-COLLECTOR,,Daryl W. John,Rep,1708,257,1359,92
Guadalupe,106,COUNTY TAX ASSESSOR-COLLECTOR,,Jesus Trinidad Jr.,Dem,620,108,479,33
Guadalupe,106,COUNTY TAX ASSESSOR-COLLECTOR,,Over Votes,,0,0,0,0
Guadalupe,106,COUNTY TAX ASSESSOR-COLLECTOR,,Under Votes,,179,37,133,9
Guadalupe,106,"COUNTY COMMISSIONER, PRECINCT NO. 1",,"Jacqueline ""Jackie"" Ott",Rep,1595,238,1275,82
Guadalupe,106,"COUNTY COMMISSIONER, PRECINCT NO. 1",,Nahomie Alanis,Dem,619,92,493,34
Guadalupe,106,"COUNTY COMMISSIONER, PRECINCT NO. 1",,Nolan Schmidt,Lib,104,30,69,5
Guadalupe,106,"COUNTY COMMISSIONER, PRECINCT NO. 1",,Over Votes,,0,0,0,0
Guadalupe,106,"COUNTY COMMISSIONER, PRECINCT NO. 1",,Under Votes,,189,42,134,13
Guadalupe,106,"CONSTABLE, PRECINCT NO. 1",,James Springer,Rep,1885,301,1492,92
Guadalupe,106,"CONSTABLE, PRECINCT NO. 1",,Over Votes,,0,0,0,0
Guadalupe,106,"CONSTABLE, PRECINCT NO. 1",,Under Votes,,622,101,479,42
Guadalupe,106,"JUSTICE, 4TH COURT OF APPEALS DISTRICT, PLACE 2",,Velia J. Meza,Dem,1207,223,916,68
Guadalupe,106,"JUSTICE, 4TH COURT OF APPEALS DISTRICT, PLACE 2",,Over Votes,,0,0,0,0
Guadalupe,106,"JUSTICE, 4TH COURT OF APPEALS DISTRICT, PLACE 2",,Under Votes,,1300,179,1055,66
Guadalupe,107,Registered Voters,,,,1381,,,
Guadalupe,107,Ballots Cast,,,,974,306,650,18
Guadalupe,107,PRESIDENT,,Donald J. Trump,Rep,783,246,528,9
Guadalupe,107,PRESIDENT,,Kamala D. Harris,Dem,180,54,117,9
Guadalupe,107,PRESIDENT,,Chase Oliver,Lib,4,2,2,0
Guadalupe,107,PRESIDENT,,Jill Stein,Gre,2,1,1,0
Guadalupe,107,PRESIDENT,,Write-ins,,2,1,1,0
Guadalupe,107,PRESIDENT,,Over Votes,,0,0,0,0
Guadalupe,107,PRESIDENT,,Under Votes,,3,2,1,0
Guadalupe,107,U.S. Senate,,Ted Cruz,Rep,745,231,507,7
Guadalupe,107,U.S. Senate,,Collin Allred,Dem,193,58,126,9
Guadalupe,107,U.S. Senate,,Ted Brown,Lib,19,10,7,2
Guadalupe,107,U.S. Senate,,Write-ins,,1,0,1,0
Guadalupe,107,U.S. Senate,,Over Votes,,0,0,0,0
Guadalupe,107,U.S. Senate,,Under Votes,,16,7,9,0
Guadalupe,107,U.S. House,15,Monica De La Cruz,Rep,773,240,524,9
Guadalupe,107,U.S. House,15,Michelle Vallejo,Dem,169,53,108,8
Guadalupe,107,U.S. House,15,Over Votes,,0,0,0,0
Guadalupe,107,U.S. House,15,Under Votes,,32,13,18,1
Guadalupe,107,RAILROAD COMMISSIONER,,Christi Craddick,Rep,733,222,503,8
Guadalupe,107,RAILROAD COMMISSIONER,,Katherine Culbert,Dem,153,43,104,6
Guadalupe,107,RAILROAD COMMISSIONER,,Hawk Dunlap,Lib,31,16,14,1
Guadalupe,107,RAILROAD COMMISSIONER,,Eddie Espinoza,Gre,15,9,5,1
Guadalupe,107,RAILROAD COMMISSIONER,,Write-ins,,1,0,1,0
Guadalupe,107,RAILROAD COMMISSIONER,,Over Votes,,0,0,0,0
Guadalupe,107,RAILROAD COMMISSIONER,,Under Votes,,41,16,23,2
Guadalupe,107,"JUSTICE, SUPREME COURT, PLACE 2",,Jimmy Blacklock,Rep,770,234,526,10
Guadalupe,107,"JUSTICE, SUPREME COURT, PLACE 2",,DeSean Jones,Dem,153,49,98,6
Guadalupe,107,"JUSTICE, SUPREME COURT, PLACE 2",,Over Votes,,0,0,0,0
Guadalupe,107,"JUSTICE, SUPREME COURT, PLACE 2",,Under Votes,,51,23,26,2
Guadalupe,107,"JUSTICE, SUPREME COURT, PLACE 4",,John Devine,Rep,758,236,513,9
Guadalupe,107,"JUSTICE, SUPREME COURT, PLACE 4",,Christine Vinh Weems,Dem,161,46,108,7
Guadalupe,107,"JUSTICE, SUPREME COURT, PLACE 4",,Over Votes,,0,0,0,0
Guadalupe,107,"JUSTICE, SUPREME COURT, PLACE 4",,Under Votes,,55,24,29,2
Guadalupe,107,"JUSTICE, SUPREME COURT, PLACE 6",,Jane Bland,Rep,747,232,508,7
Guadalupe,107,"JUSTICE, SUPREME COURT, PLACE 6",,Bonnie Lee Goldstein,Dem,155,46,102,7
Guadalupe,107,"JUSTICE, SUPREME COURT, PLACE 6",,J. David Roberson,Lib,23,9,12,2
Guadalupe,107,"JUSTICE, SUPREME COURT, PLACE 6",,Over Votes,,0,0,0,0
Guadalupe,107,"JUSTICE, SUPREME COURT, PLACE 6",,Under Votes,,49,19,28,2
Guadalupe,107,"PRESIDING JUDGE, COURT OF CRIMINAL APPEALS",,David J. Schenck,Rep,763,240,515,8
Guadalupe,107,"PRESIDING JUDGE, COURT OF CRIMINAL APPEALS",,Holly Taylor,Dem,163,50,105,8
Guadalupe,107,"PRESIDING JUDGE, COURT OF CRIMINAL APPEALS",,Over Votes,,0,0,0,0
Guadalupe,107,"PRESIDING JUDGE, COURT OF CRIMINAL APPEALS",,Under Votes,,48,16,30,2
Guadalupe,107,"JUDGE, COURT OF CRIMINAL APPEALS, PLACE 7",,Gina Parker,Rep,771,241,521,9
Guadalupe,107,"JUDGE, COURT OF CRIMINAL APPEALS, PLACE 7",,Nancy Mulder,Dem,153,48,98,7
Guadalupe,107,"JUDGE, COURT OF CRIMINAL APPEALS, PLACE 7",,Over Votes,,0,0,0,0
Guadalupe,107,"JUDGE, COURT OF CRIMINAL APPEALS, PLACE 7",,Under Votes,,50,17,31,2
Guadalupe,107,"JUDGE, COURT OF CRIMINAL APPEALS, PLACE 8",,Lee Finley,Rep,769,241,518,10
