id,precinct,office,district,party,candidate,votes,absentee,early_voting,election_day
3165,Precinct 30,State Representative,9,,Over Votes,0,0,0,0
3166,Precinct 30,State Representative,9,,Under Votes,49,1,37,11
3169,Precinct 30,"Justice, 12th Ct of App Dist, Pl 3",,REP,Greg Neeley,761,10,634,117
3170,Precinct 30,"Justice, 12th Ct of App Dist, Pl 3",,,Over Votes,0,0,0,0
3171,Precinct 30,"Justice, 12th Ct of App Dist, Pl 3",,,Under Votes,61,1,43,17
3173,Precinct 30,"Dist Attorney, 159th Judicial Dist",,REP,Layne Allen Thompson,745,10,619,116
3174,Precinct 30,"Dist Attorney, 159th Judicial Dist",,,Over Votes,0,0,0,0
3175,Precinct 30,"Dist Attorney, 159th Judicial Dist",,,Under Votes,77,1,58,18
3177,Precinct 30,County Attorney,,REP,James M. Yakovsky,761,10,632,119
3178,Precinct 30,County Attorney,,,Over Votes,0,0,0,0
3179,Precinct 30,County Attorney,,,Under Votes,61,1,45,15
3181,Precinct 30,District Clerk - Unexpired Term,,REP,Meagan Moore,760,10,631,119
3182,Precinct 30,District Clerk - Unexpired Term,,,Over Votes,0,0,0,0
3183,Precinct 30,District Clerk - Unexpired Term,,,Under Votes,62,1,46,15
3185,Precinct 30,Sheriff,,REP,Tom Selman,771,10,642,119
3186,Precinct 30,Sheriff,,,Over Votes,0,0,0,0
3187,Precinct 30,Sheriff,,,Under Votes,51,1,35,15
3190,Precinct 30,County Tax Assessor-Collector,,REP,Billie Page,769,10,640,119
3191,Precinct 30,County Tax Assessor-Collector,,,Over Votes,0,0,0,0
3192,Precinct 30,County Tax Assessor-Collector,,,Under Votes,53,1,37,15
3194,Precinct 30,County Commissioner Pct 3,,REP,Tom Berry,750,10,621,119
3195,Precinct 30,County Commissioner Pct 3,,,Over Votes,0,0,0,0
3196,Precinct 30,County Commissioner Pct 3,,,Under Votes,72,1,56,15
3198,Precinct 30,Constable Pct 3,,REP,Chad Wilson,745,10,615,120
3199,Precinct 30,Constable Pct 3,,,Over Votes,0,0,0,0
3200,Precinct 30,Constable Pct 3,,,Under Votes,77,1,62,14
3202,Precinct 31,Registered Voters,,,,487,,,
3203,Precinct 31,Ballots Cast,,,,280,4,212,64
3205,Precinct 31,President,,REP,Donald J. Trump/JD Vance,230,4,184,42
3206,Precinct 31,President,,DEM,Kamala D. Harris/Tim Walz,45,0,26,19
3207,Precinct 31,President,,LIB,Chase Oliver/Mike ter Maat,1,0,1,0
3208,Precinct 31,President,,GRN,Jill Stein/Rudolph Ware,0,0,0,0
3209,Precinct 31,President,,,Write-ins,0,0,0,0
3210,Precinct 31,President,,,Over Votes,0,0,0,0
3211,Precinct 31,President,,,Under Votes,4,0,1,3
3213,Precinct 31,U.S. Senate,,REP,Ted Cruz,211,4,170,37
3214,Precinct 31,U.S. Senate,,DEM,Colin Allred,56,0,32,24
3215,Precinct 31,U.S. Senate,,LIB,Ted Brown,7,0,7,0
3216,Precinct 31,U.S. Senate,,,Write-ins,0,0,0,0
3217,Precinct 31,U.S. Senate,,,Over Votes,0,0,0,0
3218,Precinct 31,U.S. Senate,,,Under Votes,6,0,3,3
3220,Precinct 31,U.S. House,17,REP,Pete Sessions,224,4,181,39
3221,Precinct 31,U.S. House,17,DEM,Mark Lorenzen,45,0,24,21
3222,Precinct 31,U.S. House,17,,Over Votes,0,0,0,0
3223,Precinct 31,U.S. House,17,,Under Votes,11,0,7,4
3226,Precinct 31,Railroad Commissioner,,REP,Christi Craddick,209,4,168,37
3227,Precinct 31,Railroad Commissioner,,DEM,Katherine Culbert,43,0,25,18
3228,Precinct 31,Railroad Commissioner,,LIB,Hawk Dunlap,9,0,6,3
3229,Precinct 31,Railroad Commissioner,,GRN,Eddie Espinoza,5,0,4,1
3230,Precinct 31,Railroad Commissioner,,,Write-ins,0,0,0,0
3231,Precinct 31,Railroad Commissioner,,,Over Votes,0,0,0,0
3232,Precinct 31,Railroad Commissioner,,,Under Votes,14,0,9,5
3234,Precinct 31,"Justice, Supreme Court, Pl 2",,REP,Jimmy Blacklock,221,4,179,38
3235,Precinct 31,"Justice, Supreme Court, Pl 2",,DEM,DaSean Jones,46,0,25,21
3236,Precinct 31,"Justice, Supreme Court, Pl 2",,,Over Votes,0,0,0,0
3237,Precinct 31,"Justice, Supreme Court, Pl 2",,,Under Votes,13,0,8,5
3239,Precinct 31,"Justice, Supreme Court, Pl 4",,REP,John Devine,222,4,180,38
3240,Precinct 31,"Justice, Supreme Court, Pl 4",,DEM,Christine Vinh Weems,47,0,25,22
3241,Precinct 31,"Justice, Supreme Court, Pl 4",,,Over Votes,0,0,0,0
3242,Precinct 31,"Justice, Supreme Court, Pl 4",,,Under Votes,11,0,7,4
3244,Precinct 31,"Justice, Supreme Court, Pl 6",,REP,Jane Bland,217,4,175,38
3245,Precinct 31,"Justice, Supreme Court, Pl 6",,DEM,Bonnie Lee Goldstein,45,0,25,20
3246,Precinct 31,"Justice, Supreme Court, Pl 6",,LIB,J. David Roberson,4,0,3,1
3247,Precinct 31,"Justice, Supreme Court, Pl 6",,,Over Votes,0,0,0,0
3248,Precinct 31,"Justice, Supreme Court, Pl 6",,,Under Votes,14,0,9,5
3251,Precinct 31,"Presiding Judge, Ct of Crim App",,REP,David J. Schenck,218,4,177,37
3252,Precinct 31,"Presiding Judge, Ct of Crim App",,DEM,Holly Taylor,49,0,26,23
3253,Precinct 31,"Presiding Judge, Ct of Crim App",,,Over Votes,0,0,0,0
3254,Precinct 31,"Presiding Judge, Ct of Crim App",,,Under Votes,13,0,9,4
3256,Precinct 31,"Judge, Ct of Crim App, Pl 7",,REP,Gina Parker,219,4,177,38
3257,Precinct 31,"Judge, Ct of Crim App, Pl 7",,DEM,Nancy Mulder,47,0,26,21
3258,Precinct 31,"Judge, Ct of Crim App, Pl 7",,,Over Votes,0,0,0,0
3259,Precinct 31,"Judge, Ct of Crim App, Pl 7",,,Under Votes,14,0,9,5
3261,Precinct 31,"Judge, Ct of Crim App, Pl 8",,REP,Lee Finley,217,4,176,37
3262,Precinct 31,"Judge, Ct of Crim App, Pl 8",,DEM,Chika Anyiam,46,0,25,21
3263,Precinct 31,"Judge, Ct of Crim App, Pl 8",,,Over Votes,0,0,0,0
3264,Precinct 31,"Judge, Ct of Crim App, Pl 8",,,Under Votes,17,0,11,6
3266,Precinct 31,State Representative,9,REP,Trent Ashby,239,4,192,43
3267,Precinct 31,State Representative,9,,Over Votes,0,0,0,0
3268,Precinct 31,State Representative,9,,Under Votes,41,0,20,21
3271,Precinct 31,"Justice, 12th Ct of App Dist, Pl 3",,REP,Greg Neeley,234,4,185,45
3272,Precinct 31,"Justice, 12th Ct of App Dist, Pl 3",,,Over Votes,0,0,0,0
3273,Precinct 31,"Justice, 12th Ct of App Dist, Pl 3",,,Under Votes,46,0,27,19
3275,Precinct 31,"Dist Attorney, 159th Judicial Dist",,REP,Layne Allen Thompson,228,4,179,45
3276,Precinct 31,"Dist Attorney, 159th Judicial Dist",,,Over Votes,0,0,0,0
3277,Precinct 31,"Dist Attorney, 159th Judicial Dist",,,Under Votes,52,0,33,19
3279,Precinct 31,County Attorney,,REP,James M. Yakovsky,236,4,187,45
3280,Precinct 31,County Attorney,,,Over Votes,0,0,0,0
3281,Precinct 31,County Attorney,,,Under Votes,44,0,25,19
3283,Precinct 31,District Clerk - Unexpired Term,,REP,Meagan Moore,229,4,180,45
3284,Precinct 31,District Clerk - Unexpired Term,,,Over Votes,0,0,0,0
3285,Precinct 31,District Clerk - Unexpired Term,,,Under Votes,51,0,32,19
3287,Precinct 31,Sheriff,,REP,Tom Selman,233,4,184,45
3288,Precinct 31,Sheriff,,,Over Votes,0,0,0,0
3289,Precinct 31,Sheriff,,,Under Votes,47,0,28,19
3292,Precinct 31,County Tax Assessor-Collector,,REP,Billie Page,235,4,184,47
3293,Precinct 31,County Tax Assessor-Collector,,,Over Votes,0,0,0,0
3294,Precinct 31,County Tax Assessor-Collector,,,Under Votes,45,0,28,17
3296,Precinct 31,Constable Pct 4,,REP,Daniel Zarzoza,246,4,187,55
3297,Precinct 31,Constable Pct 4,,,Over Votes,0,0,0,0
3298,Precinct 31,Constable Pct 4,,,Under Votes,34,0,25,9
3300,Precinct 32,Registered Voters,,,,118,,,
3301,Precinct 32,Ballots Cast,,,,96,1,85,10
3303,Precinct 32,President,,REP,Donald J. Trump/JD Vance,92,1,84,7
3304,Precinct 32,President,,DEM,Kamala D. Harris/Tim Walz,4,0,1,3
3305,Precinct 32,President,,LIB,Chase Oliver/Mike ter Maat,0,0,0,0
3306,Precinct 32,President,,GRN,Jill Stein/Rudolph Ware,0,0,0,0
3307,Precinct 32,President,,,Write-ins,0,0,0,0
3308,Precinct 32,President,,,Over Votes,0,0,0,0
3309,Precinct 32,President,,,Under Votes,0,0,0,0
3311,Precinct 32,U.S. Senate,,REP,Ted Cruz,91,1,83,7
3312,Precinct 32,U.S. Senate,,DEM,Colin Allred,4,0,1,3
3313,Precinct 32,U.S. Senate,,LIB,Ted Brown,0,0,0,0
3314,Precinct 32,U.S. Senate,,,Write-ins,0,0,0,0
3315,Precinct 32,U.S. Senate,,,Over Votes,0,0,0,0
3316,Precinct 32,U.S. Senate,,,Under Votes,1,0,1,0
3318,Precinct 32,U.S. House,17,REP,Pete Sessions,91,1,83,7
3319,Precinct 32,U.S. House,17,DEM,Mark Lorenzen,3,0,0,3
3320,Precinct 32,U.S. House,17,,Over Votes,0,0,0,0
3321,Precinct 32,U.S. House,17,,Under Votes,2,0,2,0
3324,Precinct 32,Railroad Commissioner,,REP,Christi Craddick,88,1,80,7
3325,Precinct 32,Railroad Commissioner,,DEM,Katherine Culbert,3,0,0,3
3326,Precinct 32,Railroad Commissioner,,LIB,Hawk Dunlap,2,0,2,0
3327,Precinct 32,Railroad Commissioner,,GRN,Eddie Espinoza,0,0,0,0
3328,Precinct 32,Railroad Commissioner,,,Write-ins,1,0,1,0
3329,Precinct 32,Railroad Commissioner,,,Over Votes,0,0,0,0
3330,Precinct 32,Railroad Commissioner,,,Under Votes,2,0,2,0
3332,Precinct 32,"Justice, Supreme Court, Pl 2",,REP,Jimmy Blacklock,88,1,80,7
3333,Precinct 32,"Justice, Supreme Court, Pl 2",,DEM,DaSean Jones,3,0,0,3
3334,Precinct 32,"Justice, Supreme Court, Pl 2",,,Over Votes,0,0,0,0
3335,Precinct 32,"Justice, Supreme Court, Pl 2",,,Under Votes,5,0,5,0
3337,Precinct 32,"Justice, Supreme Court, Pl 4",,REP,John Devine,87,1,79,7
3338,Precinct 32,"Justice, Supreme Court, Pl 4",,DEM,Christine Vinh Weems,3,0,0,3
3339,Precinct 32,"Justice, Supreme Court, Pl 4",,,Over Votes,0,0,0,0
3340,Precinct 32,"Justice, Supreme Court, Pl 4",,,Under Votes,6,0,6,0
3342,Precinct 32,"Justice, Supreme Court, Pl 6",,REP,Jane Bland,88,1,80,7
3343,Precinct 32,"Justice, Supreme Court, Pl 6",,DEM,Bonnie Lee Goldstein,3,0,0,3
3344,Precinct 32,"Justice, Supreme Court, Pl 6",,LIB,J. David Roberson,1,0,1,0
3345,Precinct 32,"Justice, Supreme Court, Pl 6",,,Over Votes,0,0,0,0
3346,Precinct 32,"Justice, Supreme Court, Pl 6",,,Under Votes,4,0,4,0
3349,Precinct 32,"Presiding Judge, Ct of Crim App",,REP,David J. Schenck,86,1,78,7
3350,Precinct 32,"Presiding Judge, Ct of Crim App",,DEM,Holly Taylor,3,0,0,3
3351,Precinct 32,"Presiding Judge, Ct of Crim App",,,Over Votes,0,0,0,0
3352,Precinct 32,"Presiding Judge, Ct of Crim App",,,Under Votes,7,0,7,0
3354,Precinct 32,"Judge, Ct of Crim App, Pl 7",,REP,Gina Parker,86,1,78,7
3355,Precinct 32,"Judge, Ct of Crim App, Pl 7",,DEM,Nancy Mulder,3,0,0,3
3356,Precinct 32,"Judge, Ct of Crim App, Pl 7",,,Over Votes,0,0,0,0
3357,Precinct 32,"Judge, Ct of Crim App, Pl 7",,,Under Votes,7,0,7,0
3359,Precinct 32,"Judge, Ct of Crim App, Pl 8",,REP,Lee Finley,86,1,78,7
3360,Precinct 32,"Judge, Ct of Crim App, Pl 8",,DEM,Chika Anyiam,3,0,0,3
3361,Precinct 32,"Judge, Ct of Crim App, Pl 8",,,Over Votes,0,0,0,0
3362,Precinct 32,"Judge, Ct of Crim App, Pl 8",,,Under Votes,7,0,7,0
3364,Precinct 32,State Representative,9,REP,Trent Ashby,88,1,80,7
3365,Precinct 32,State Representative,9,,Over Votes,0,0,0,0
3366,Precinct 32,State Representative,9,,Under Votes,8,0,5,3
3369,Precinct 32,"Justice, 12th Ct of App Dist, Pl 3",,REP,Greg Neeley,83,1,75,7
3370,Precinct 32,"Justice, 12th Ct of App Dist, Pl 3",,,Over Votes,0,0,0,0
3371,Precinct 32,"Justice, 12th Ct of App Dist, Pl 3",,,Under Votes,13,0,10,3
3373,Precinct 32,"Dist Attorney, 159th Judicial Dist",,REP,Layne Allen Thompson,81,1,73,7
3374,Precinct 32,"Dist Attorney, 159th Judicial Dist",,,Over Votes,0,0,0,0
3375,Precinct 32,"Dist Attorney, 159th Judicial Dist",,,Under Votes,15,0,12,3
3377,Precinct 32,County Attorney,,REP,James M. Yakovsky,85,1,77,7
3378,Precinct 32,County Attorney,,,Over Votes,0,0,0,0
3379,Precinct 32,County Attorney,,,Under Votes,11,0,8,3
3381,Precinct 32,District Clerk - Unexpired Term,,REP,Meagan Moore,82,1,74,7
3382,Precinct 32,District Clerk - Unexpired Term,,,Over Votes,0,0,0,0
3383,Precinct 32,District Clerk - Unexpired Term,,,Under Votes,14,0,11,3
3385,Precinct 32,Sheriff,,REP,Tom Selman,87,1,79,7
3386,Precinct 32,Sheriff,,,Over Votes,0,0,0,0
3387,Precinct 32,Sheriff,,,Under Votes,9,0,6,3
3390,Precinct 32,County Tax Assessor-Collector,,REP,Billie Page,86,1,78,7
3391,Precinct 32,County Tax Assessor-Collector,,,Over Votes,0,0,0,0
3392,Precinct 32,County Tax Assessor-Collector,,,Under Votes,10,0,7,3
3394,Precinct 32,Constable Pct 3,,REP,Chad Wilson,88,1,79,8
3395,Precinct 32,Constable Pct 3,,,Over Votes,0,0,0,0
3396,Precinct 32,Constable Pct 3,,,Under Votes,8,0,6,2
3398,Precinct 33,Registered Voters,,,,1458,,,
3399,Precinct 33,Ballots Cast,,,,1057,11,853,193
3401,Precinct 33,President,,REP,Donald J. Trump/JD Vance,973,10,801,162
3402,Precinct 33,President,,DEM,Kamala D. Harris/Tim Walz,73,1,49,23
3403,Precinct 33,President,,LIB,Chase Oliver/Mike ter Maat,4,0,0,4
3404,Precinct 33,President,,GRN,Jill Stein/Rudolph Ware,2,0,0,2
3405,Precinct 33,President,,,Write-ins,2,0,1,1
3406,Precinct 33,President,,,Over Votes,0,0,0,0
3407,Precinct 33,President,,,Under Votes,3,0,2,1
3409,Precinct 33,U.S. Senate,,REP,Ted Cruz,957,10,792,155
3410,Precinct 33,U.S. Senate,,DEM,Colin Allred,80,1,50,29
3411,Precinct 33,U.S. Senate,,LIB,Ted Brown,13,0,6,7
3412,Precinct 33,U.S. Senate,,,Write-ins,0,0,0,0
3413,Precinct 33,U.S. Senate,,,Over Votes,0,0,0,0
3414,Precinct 33,U.S. Senate,,,Under Votes,7,0,5,2
3416,Precinct 33,U.S. House,17,REP,Pete Sessions,968,10,794,164
3417,Precinct 33,U.S. House,17,DEM,Mark Lorenzen,67,1,43,23
3418,Precinct 33,U.S. House,17,,Over Votes,0,0,0,0
3419,Precinct 33,U.S. House,17,,Under Votes,22,0,16,6
3422,Precinct 33,Railroad Commissioner,,REP,Christi Craddick,934,10,773,151
3423,Precinct 33,Railroad Commissioner,,DEM,Katherine Culbert,65,1,42,22
3424,Precinct 33,Railroad Commissioner,,LIB,Hawk Dunlap,26,0,15,11
3425,Precinct 33,Railroad Commissioner,,GRN,Eddie Espinoza,6,0,4,2
3426,Precinct 33,Railroad Commissioner,,,Write-ins,0,0,0,0
3427,Precinct 33,Railroad Commissioner,,,Over Votes,0,0,0,0
3428,Precinct 33,Railroad Commissioner,,,Under Votes,26,0,19,7
3430,Precinct 33,"Justice, Supreme Court, Pl 2",,REP,Jimmy Blacklock,956,10,785,161
3431,Precinct 33,"Justice, Supreme Court, Pl 2",,DEM,DaSean Jones,72,1,45,26
3432,Precinct 33,"Justice, Supreme Court, Pl 2",,,Over Votes,0,0,0,0
3433,Precinct 33,"Justice, Supreme Court, Pl 2",,,Under Votes,29,0,23,6
3435,Precinct 33,"Justice, Supreme Court, Pl 4",,REP,John Devine,952,10,780,162
3436,Precinct 33,"Justice, Supreme Court, Pl 4",,DEM,Christine Vinh Weems,72,1,47,24
3437,Precinct 33,"Justice, Supreme Court, Pl 4",,,Over Votes,0,0,0,0
3438,Precinct 33,"Justice, Supreme Court, Pl 4",,,Under Votes,33,0,26,7
3440,Precinct 33,"Justice, Supreme Court, Pl 6",,REP,Jane Bland,946,10,777,159
3441,Precinct 33,"Justice, Supreme Court, Pl 6",,DEM,Bonnie Lee Goldstein,65,1,41,23
3442,Precinct 33,"Justice, Supreme Court, Pl 6",,LIB,J. David Roberson,14,0,9,5
3443,Precinct 33,"Justice, Supreme Court, Pl 6",,,Over Votes,0,0,0,0
3444,Precinct 33,"Justice, Supreme Court, Pl 6",,,Under Votes,32,0,26,6
3447,Precinct 33,"Presiding Judge, Ct of Crim App",,REP,David J. Schenck,945,10,778,157
3448,Precinct 33,"Presiding Judge, Ct of Crim App",,DEM,Holly Taylor,80,1,49,30
3449,Precinct 33,"Presiding Judge, Ct of Crim App",,,Over Votes,0,0,0,0
3450,Precinct 33,"Presiding Judge, Ct of Crim App",,,Under Votes,32,0,26,6
3452,Precinct 33,"Judge, Ct of Crim App, Pl 7",,REP,Gina Parker,953,10,782,161
3453,Precinct 33,"Judge, Ct of Crim App, Pl 7",,DEM,Nancy Mulder,71,1,44,26
3454,Precinct 33,"Judge, Ct of Crim App, Pl 7",,,Over Votes,0,0,0,0
3455,Precinct 33,"Judge, Ct of Crim App, Pl 7",,,Under Votes,33,0,27,6
3457,Precinct 33,"Judge, Ct of Crim App, Pl 8",,REP,Lee Finley,956,10,783,163
3458,Precinct 33,"Judge, Ct of Crim App, Pl 8",,DEM,Chika Anyiam,69,1,44,24
3459,Precinct 33,"Judge, Ct of Crim App, Pl 8",,,Over Votes,0,0,0,0
3460,Precinct 33,"Judge, Ct of Crim App, Pl 8",,,Under Votes,32,0,26,6
3462,Precinct 33,State Representative,9,REP,Trent Ashby,994,10,803,181
3463,Precinct 33,State Representative,9,,Over Votes,0,0,0,0
3464,Precinct 33,State Representative,9,,Under Votes,63,1,50,12
3467,Precinct 33,"Justice, 12th Ct of App Dist, Pl 3",,REP,Greg Neeley,965,10,782,173
3468,Precinct 33,"Justice, 12th Ct of App Dist, Pl 3",,,Over Votes,0,0,0,0
3469,Precinct 33,"Justice, 12th Ct of App Dist, Pl 3",,,Under Votes,92,1,71,20
3471,Precinct 33,"Dist Attorney, 159th Judicial Dist",,REP,Layne Allen Thompson,965,10,780,175
3472,Precinct 33,"Dist Attorney, 159th Judicial Dist",,,Over Votes,0,0,0,0
3473,Precinct 33,"Dist Attorney, 159th Judicial Dist",,,Under Votes,92,1,73,18
3475,Precinct 33,County Attorney,,REP,James M. Yakovsky,970,10,785,175
3476,Precinct 33,County Attorney,,,Over Votes,0,0,0,0
3477,Precinct 33,County Attorney,,,Under Votes,87,1,68,18
3479,Precinct 33,District Clerk - Unexpired Term,,REP,Meagan Moore,968,10,782,176
3480,Precinct 33,District Clerk - Unexpired Term,,,Over Votes,0,0,0,0
3481,Precinct 33,District Clerk - Unexpired Term,,,Under Votes,89,1,71,17
3483,Precinct 33,Sheriff,,REP,Tom Selman,978,10,793,175
3484,Precinct 33,Sheriff,,,Over Votes,0,0,0,0
3485,Precinct 33,Sheriff,,,Under Votes,79,1,60,18
3488,Precinct 33,County Tax Assessor-Collector,,REP,Billie Page,977,11,790,176
3489,Precinct 33,County Tax Assessor-Collector,,,Over Votes,0,0,0,0
3490,Precinct 33,County Tax Assessor-Collector,,,Under Votes,80,0,63,17
3492,Precinct 33,County Commissioner Pct 3,,REP,Tom Berry,959,10,776,173
3493,Precinct 33,County Commissioner Pct 3,,,Over Votes,0,0,0,0
3494,Precinct 33,County Commissioner Pct 3,,,Under Votes,98,1,77,20
3496,Precinct 33,Constable Pct 3,,REP,Chad Wilson,963,10,773,180
3497,Precinct 33,Constable Pct 3,,,Over Votes,0,0,0,0
3498,Precinct 33,Constable Pct 3,,,Under Votes,94,1,80,13
3500,Precinct 34,Registered Voters,,,,2299,,,
3501,Precinct 34,Ballots Cast,,,,1562,53,1274,235
3503,Precinct 34,President,,REP,Donald J. Trump/JD Vance,1078,26,889,163
3504,Precinct 34,President,,DEM,Kamala D. Harris/Tim Walz,452,24,360,68
3505,Precinct 34,President,,LIB,Chase Oliver/Mike ter Maat,11,0,11,0
3506,Precinct 34,President,,GRN,Jill Stein/Rudolph Ware,5,0,3,2
3507,Precinct 34,President,,,Write-ins,6,1,3,2
3508,Precinct 34,President,,,Over Votes,0,0,0,0
3509,Precinct 34,President,,,Under Votes,10,2,8,0
3511,Precinct 34,U.S. Senate,,REP,Ted Cruz,1049,29,873,147
3512,Precinct 34,U.S. Senate,,DEM,Colin Allred,457,24,360,73
3513,Precinct 34,U.S. Senate,,LIB,Ted Brown,37,0,30,7
3514,Precinct 34,U.S. Senate,,,Write-ins,1,0,1,0
3515,Precinct 34,U.S. Senate,,,Over Votes,0,0,0,0
3516,Precinct 34,U.S. Senate,,,Under Votes,18,0,10,8
3518,Precinct 34,U.S. House,17,REP,Pete Sessions,1136,32,936,168
3519,Precinct 34,U.S. House,17,DEM,Mark Lorenzen,382,19,309,54
3520,Precinct 34,U.S. House,17,,Over Votes,0,0,0,0
3521,Precinct 34,U.S. House,17,,Under Votes,44,2,29,13
3524,Precinct 34,Railroad Commissioner,,REP,Christi Craddick,1075,29,893,153
3525,Precinct 34,Railroad Commissioner,,DEM,Katherine Culbert,378,19,307,52
3526,Precinct 34,Railroad Commissioner,,LIB,Hawk Dunlap,36,1,27,8
3527,Precinct 34,Railroad Commissioner,,GRN,Eddie Espinoza,15,0,10,5
3528,Precinct 34,Railroad Commissioner,,,Write-ins,2,0,2,0
3529,Precinct 34,Railroad Commissioner,,,Over Votes,0,0,0,0
3530,Precinct 34,Railroad Commissioner,,,Under Votes,56,4,35,17
3532,Precinct 34,"Justice, Supreme Court, Pl 2",,REP,Jimmy Blacklock,1104,32,911,161
3533,Precinct 34,"Justice, Supreme Court, Pl 2",,DEM,DaSean Jones,405,18,327,60
3534,Precinct 34,"Justice, Supreme Court, Pl 2",,,Over Votes,0,0,0,0
3535,Precinct 34,"Justice, Supreme Court, Pl 2",,,Under Votes,53,3,36,14
3537,Precinct 34,"Justice, Supreme Court, Pl 4",,REP,John Devine,1085,29,895,161
3538,Precinct 34,"Justice, Supreme Court, Pl 4",,DEM,Christine Vinh Weems,413,20,337,56
3539,Precinct 34,"Justice, Supreme Court, Pl 4",,,Over Votes,0,0,0,0
3540,Precinct 34,"Justice, Supreme Court, Pl 4",,,Under Votes,64,4,42,18
3542,Precinct 34,"Justice, Supreme Court, Pl 6",,REP,Jane Bland,1075,30,891,154
3543,Precinct 34,"Justice, Supreme Court, Pl 6",,DEM,Bonnie Lee Goldstein,389,20,312,57
3544,Precinct 34,"Justice, Supreme Court, Pl 6",,LIB,J. David Roberson,32,0,24,8
3545,Precinct 34,"Justice, Supreme Court, Pl 6",,,Over Votes,0,0,0,0
3546,Precinct 34,"Justice, Supreme Court, Pl 6",,,Under Votes,66,3,47,16
3549,Precinct 34,"Presiding Judge, Ct of Crim App",,REP,David J. Schenck,1087,31,896,160
3550,Precinct 34,"Presiding Judge, Ct of Crim App",,DEM,Holly Taylor,406,19,328,59
3551,Precinct 34,"Presiding Judge, Ct of Crim App",,,Over Votes,0,0,0,0
3552,Precinct 34,"Presiding Judge, Ct of Crim App",,,Under Votes,69,3,50,16
3554,Precinct 34,"Judge, Ct of Crim App, Pl 7",,REP,Gina Parker,1095,30,907,158
3555,Precinct 34,"Judge, Ct of Crim App, Pl 7",,DEM,Nancy Mulder,391,20,313,58
3556,Precinct 34,"Judge, Ct of Crim App, Pl 7",,,Over Votes,0,0,0,0
3557,Precinct 34,"Judge, Ct of Crim App, Pl 7",,,Under Votes,76,3,54,19
3559,Precinct 34,"Judge, Ct of Crim App, Pl 8",,REP,Lee Finley,1098,32,907,159
3560,Precinct 34,"Judge, Ct of Crim App, Pl 8",,DEM,Chika Anyiam,387,17,312,58
3561,Precinct 34,"Judge, Ct of Crim App, Pl 8",,,Over Votes,0,0,0,0
3562,Precinct 34,"Judge, Ct of Crim App, Pl 8",,,Under Votes,77,4,55,18
3564,Precinct 34,State Representative,9,REP,Trent Ashby,1291,37,1054,200
3565,Precinct 34,State Representative,9,,Over Votes,0,0,0,0
3566,Precinct 34,State Representative,9,,Under Votes,271,16,220,35
3569,Precinct 34,"Justice, 12th Ct of App Dist, Pl 3",,REP,Greg Neeley,1240,36,1017,187
3570,Precinct 34,"Justice, 12th Ct of App Dist, Pl 3",,,Over Votes,0,0,0,0
3571,Precinct 34,"Justice, 12th Ct of App Dist, Pl 3",,,Under Votes,322,17,257,48
3573,Precinct 34,"Dist Attorney, 159th Judicial Dist",,REP,Layne Allen Thompson,1229,38,1000,191
3574,Precinct 34,"Dist Attorney, 159th Judicial Dist",,,Over Votes,0,0,0,0
3575,Precinct 34,"Dist Attorney, 159th Judicial Dist",,,Under Votes,333,15,274,44
3577,Precinct 34,County Attorney,,REP,James M. Yakovsky,1246,36,1020,190
3578,Precinct 34,County Attorney,,,Over Votes,0,0,0,0
3579,Precinct 34,County Attorney,,,Under Votes,316,17,254,45
3581,Precinct 34,District Clerk - Unexpired Term,,REP,Meagan Moore,1238,36,1012,190
3582,Precinct 34,District Clerk - Unexpired Term,,,Over Votes,0,0,0,0
3583,Precinct 34,District Clerk - Unexpired Term,,,Under Votes,324,17,262,45
3585,Precinct 34,Sheriff,,REP,Tom Selman,1279,37,1044,198
3586,Precinct 34,Sheriff,,,Over Votes,0,0,0,0
3587,Precinct 34,Sheriff,,,Under Votes,283,16,230,37
3590,Precinct 34,County Tax Assessor-Collector,,REP,Billie Page,1253,35,1027,191
3591,Precinct 34,County Tax Assessor-Collector,,,Over Votes,0,0,0,0
3592,Precinct 34,County Tax Assessor-Collector,,,Under Votes,309,18,247,44
3594,Precinct 34,Constable Pct 1,,REP,Ray Berry,1268,35,1039,194
3595,Precinct 34,Constable Pct 1,,,Over Votes,0,0,0,0
3596,Precinct 34,Constable Pct 1,,,Under Votes,294,18,235,41
3598,Precinct 35,Registered Voters,,,,1876,,,
3599,Precinct 35,Ballots Cast,,,,1282,31,1010,241
3601,Precinct 35,President,,REP,Donald J. Trump/JD Vance,934,15,761,158
3602,Precinct 35,President,,DEM,Kamala D. Harris/Tim Walz,332,14,239,79
3603,Precinct 35,President,,LIB,Chase Oliver/Mike ter Maat,3,1,0,2
3604,Precinct 35,President,,GRN,Jill Stein/Rudolph Ware,5,0,3,2
3605,Precinct 35,President,,,Write-ins,1,0,1,0
3606,Precinct 35,President,,,Over Votes,1,1,0,0
3607,Precinct 35,President,,,Under Votes,6,0,6,0
3609,Precinct 35,U.S. Senate,,REP,Ted Cruz,900,16,736,148
3610,Precinct 35,U.S. Senate,,DEM,Colin Allred,346,13,251,82
3611,Precinct 35,U.S. Senate,,LIB,Ted Brown,18,2,13,3
3612,Precinct 35,U.S. Senate,,,Write-ins,0,0,0,0
3613,Precinct 35,U.S. Senate,,,Over Votes,0,0,0,0
